repo,Nielsen_theme,__source_file__,nielsen_theme_raw,nielsen_theme_canonical
Keyfactor/ejbca-ce,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,6. Recognition rather than recall,6. Recognition rather than recall
Keyfactor/ejbca-ce,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,6. Recognition rather than recall,6. Recognition rather than recall
Keyfactor/ejbca-ce,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,6. Recognition rather than recall,6. Recognition rather than recall
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"10. Help and documentation, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"10. Help and documentation, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"10. Help and documentation, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,1. Visibility of system status,Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,6. Recognition rather than recall,6. Recognition rather than recall
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
Keyfactor/ejbca-ce,"10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
Keyfactor/ejbca-ce,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
