repo,Nielsen_theme,__source_file__,nielsen_theme_raw,nielsen_theme_canonical
Keyfactor/ejbca-ce,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"5. Error prevention, 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,5. Error prevention,5. Error prevention
Keyfactor/ejbca-ce,"5. Error prevention, 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
Keyfactor/ejbca-ce,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",Keyfactor__ejbca-ce___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
Keyfactor/ejbca-ce,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"3. User control and freedom, 4. Consistency and standards",Keyfactor__ejbca-ce___non-human.xlsx,3. User control and freedom,3. User control and freedom
Keyfactor/ejbca-ce,"3. User control and freedom, 4. Consistency and standards",Keyfactor__ejbca-ce___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"7. Flexibility and efficiency of use, 5. Error prevention",Keyfactor__ejbca-ce___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"7. Flexibility and efficiency of use, 5. Error prevention",Keyfactor__ejbca-ce___non-human.xlsx,5. Error prevention,5. Error prevention
Keyfactor/ejbca-ce,"4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human.xlsx,5. Error prevention,5. Error prevention
Keyfactor/ejbca-ce,"4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"2. Match between system and the real world, 3. User control and freedom, 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
Keyfactor/ejbca-ce,"2. Match between system and the real world, 3. User control and freedom, 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,3. User control and freedom,3. User control and freedom
Keyfactor/ejbca-ce,"2. Match between system and the real world, 3. User control and freedom, 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,5. Error prevention,5. Error prevention
Keyfactor/ejbca-ce,"5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"1. Visibility of system status, 4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
Keyfactor/ejbca-ce,"1. Visibility of system status, 4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"1. Visibility of system status, 4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,5. Error prevention,5. Error prevention
Keyfactor/ejbca-ce,"1. Visibility of system status, 4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"1. Visibility of system status, 4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"4. Consistency and standards, 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"4. Consistency and standards, 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"3. User control and freedom, 5. Error prevention",Keyfactor__ejbca-ce___non-human.xlsx,3. User control and freedom,3. User control and freedom
Keyfactor/ejbca-ce,"3. User control and freedom, 5. Error prevention",Keyfactor__ejbca-ce___non-human.xlsx,5. Error prevention,5. Error prevention
Keyfactor/ejbca-ce,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,5. Error prevention,5. Error prevention
Keyfactor/ejbca-ce,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"7. Flexibility and efficiency of use, 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"7. Flexibility and efficiency of use, 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",Keyfactor__ejbca-ce___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,10. Help and documentation,Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"2. Match between system and the real world, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
Keyfactor/ejbca-ce,"2. Match between system and the real world, 7. Flexibility and efficiency of use",Keyfactor__ejbca-ce___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"10. Help and documentation, 1. Visibility of system status",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 1. Visibility of system status",Keyfactor__ejbca-ce___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
Keyfactor/ejbca-ce,10. Help and documentation,Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, '9. Help users recognize, diagnose, and recover from errors']",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, '9. Help users recognize, diagnose, and recover from errors']",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,10. Help and documentation,Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"10. Help and documentation, 4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",Keyfactor__ejbca-ce___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"10. Help and documentation, 4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,10. Help and documentation,Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,"7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
Keyfactor/ejbca-ce,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
Keyfactor/ejbca-ce,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",Keyfactor__ejbca-ce___non-human.xlsx,10. Help and documentation,10. Help and documentation
